draw,repeats,neighbors,max_zone,date,rolling_repeats,rolling_neighbors,rolling_max_zone
111000125,0,0,3,2022-05-26,0.5,1.2,2.7
111000126,2,2,3,2022-05-27,0.7,1.2,2.6
111000127,2,2,3,2022-05-28,0.9,1.2,2.5
111000128,0,1,2,2022-05-30,0.7,1.3,2.5
111000129,2,2,3,2022-05-31,0.9,1.3,2.6
111000130,1,0,4,2022-06-01,1.0,1.2,2.8
111000131,0,1,2,2022-06-02,0.9,1.2,2.8
111000132,1,1,3,2022-06-03,1.0,1.2,2.9
111000133,1,0,3,2022-06-04,1.0,1.1,2.9
111000134,1,2,3,2022-06-06,1.0,1.1,2.9
111000135,0,0,5,2022-06-07,1.0,1.1,3.1
111000136,1,1,2,2022-06-08,0.9,1.0,3.0
111000137,0,0,3,2022-06-09,0.7,0.8,3.0
111000138,0,0,2,2022-06-10,0.7,0.7,3.0
111000139,0,0,3,2022-06-11,0.5,0.5,3.0
111000140,1,1,4,2022-06-13,0.5,0.6,3.0
111000141,0,3,3,2022-06-14,0.5,0.8,3.1
111000142,1,1,3,2022-06-15,0.5,0.8,3.1
111000143,1,1,4,2022-06-16,0.5,0.9,3.2
111000144,0,2,2,2022-06-17,0.4,0.9,3.1
111000145,0,0,2,2022-06-18,0.4,0.9,2.8
111000146,0,1,2,2022-06-20,0.3,0.9,2.8
111000147,2,0,2,2022-06-21,0.5,0.9,2.7
111000148,0,2,3,2022-06-22,0.5,1.1,2.8
111000149,1,1,2,2022-06-23,0.6,1.2,2.7
111000150,0,0,2,2022-06-24,0.5,1.1,2.5
111000151,3,0,3,2022-06-25,0.8,0.8,2.5
111000152,2,0,2,2022-06-27,0.9,0.7,2.4
111000153,0,0,2,2022-06-28,0.8,0.6,2.2
111000154,1,1,3,2022-06-29,0.9,0.5,2.3
111000155,0,0,2,2022-06-30,0.9,0.5,2.3
111000156,1,1,3,2022-07-01,1.0,0.5,2.4
111000157,0,2,2,2022-07-02,0.8,0.7,2.4
111000158,1,0,2,2022-07-04,0.9,0.5,2.3
111000159,0,1,4,2022-07-05,0.8,0.5,2.5
111000160,1,2,2,2022-07-06,0.9,0.7,2.5
111000161,2,1,3,2022-07-07,0.8,0.8,2.5
111000162,0,0,2,2022-07-08,0.6,0.8,2.5
111000163,0,3,2,2022-07-09,0.6,1.1,2.5
111000164,0,2,3,2022-07-11,0.5,1.2,2.5
111000165,0,0,3,2022-07-12,0.5,1.2,2.6
111000166,1,1,3,2022-07-13,0.5,1.2,2.6
111000167,0,2,4,2022-07-14,0.5,1.2,2.8
111000168,0,2,2,2022-07-15,0.4,1.4,2.8
111000169,0,2,2,2022-07-16,0.4,1.5,2.6
111000170,2,0,2,2022-07-18,0.5,1.3,2.6
111000171,0,1,2,2022-07-19,0.3,1.3,2.5
111000172,1,0,2,2022-07-20,0.4,1.3,2.5
111000173,1,0,3,2022-07-21,0.5,1.0,2.6
111000174,1,2,2,2022-07-22,0.6,1.0,2.5
111000175,0,1,4,2022-07-23,0.6,1.1,2.6
111000176,0,1,3,2022-07-25,0.5,1.1,2.6
111000177,1,1,2,2022-07-26,0.6,1.0,2.4
111000178,1,2,2,2022-07-27,0.7,1.0,2.4
111000179,1,2,2,2022-07-28,0.8,1.0,2.4
111000180,1,2,4,2022-07-29,0.7,1.2,2.6
111000181,2,1,3,2022-07-30,0.9,1.2,2.7
111000182,0,1,3,2022-08-01,0.8,1.3,2.8
111000183,1,1,3,2022-08-02,0.8,1.4,2.8
111000184,1,1,3,2022-08-03,0.8,1.3,2.9
111000185,1,1,3,2022-08-04,0.9,1.3,2.8
111000186,0,0,3,2022-08-05,0.9,1.2,2.8
111000187,1,2,2,2022-08-06,0.9,1.3,2.8
111000188,0,3,3,2022-08-08,0.8,1.4,2.9
111000189,1,0,3,2022-08-09,0.8,1.2,3.0
111000190,1,1,2,2022-08-10,0.8,1.1,2.8
111000191,2,1,2,2022-08-11,0.8,1.1,2.7
111000192,0,0,3,2022-08-12,0.8,1.0,2.7
111000193,1,2,2,2022-08-13,0.8,1.1,2.6
111000194,1,1,3,2022-08-15,0.8,1.1,2.6
111000195,0,1,2,2022-08-16,0.7,1.1,2.5
111000196,1,0,3,2022-08-17,0.8,1.1,2.5
111000197,1,3,2,2022-08-18,0.8,1.2,2.5
111000198,0,1,4,2022-08-19,0.8,1.0,2.6
111000199,1,1,3,2022-08-20,0.8,1.1,2.6
111000200,1,1,2,2022-08-22,0.8,1.1,2.6
111000201,0,4,3,2022-08-23,0.6,1.4,2.7
111000202,0,2,2,2022-08-24,0.6,1.6,2.6
111000203,0,2,2,2022-08-25,0.5,1.6,2.6
111000204,2,0,2,2022-08-26,0.6,1.5,2.5
111000205,1,1,3,2022-08-27,0.7,1.5,2.6
111000206,1,2,3,2022-08-29,0.7,1.7,2.6
111000207,0,3,4,2022-08-30,0.6,1.7,2.8
111000208,1,0,4,2022-08-31,0.7,1.6,2.8
111000209,2,0,3,2022-09-01,0.8,1.5,2.8
111000210,1,0,3,2022-09-02,0.8,1.4,2.9
111000211,0,2,2,2022-09-03,0.8,1.2,2.8
111000212,2,2,3,2022-09-05,1.0,1.2,2.9
111000213,0,2,2,2022-09-06,1.0,1.2,2.9
111000214,1,3,3,2022-09-07,0.9,1.5,3.0
111000215,0,3,2,2022-09-08,0.8,1.7,2.9
111000216,1,1,3,2022-09-09,0.8,1.6,2.9
111000217,1,2,2,2022-09-10,0.9,1.5,2.7
111000218,2,2,2,2022-09-12,1.0,1.7,2.5
111000219,1,1,2,2022-09-13,0.9,1.8,2.4
111000220,0,0,2,2022-09-14,0.8,1.8,2.3
111000221,0,1,2,2022-09-15,0.8,1.7,2.3
111000222,0,1,3,2022-09-16,0.6,1.6,2.3
111000223,1,1,3,2022-09-17,0.7,1.5,2.4
111000224,1,2,3,2022-09-19,0.7,1.4,2.4
111000225,0,2,3,2022-09-20,0.7,1.3,2.5
111000226,1,0,3,2022-09-21,0.7,1.2,2.5
111000227,2,1,3,2022-09-22,0.8,1.1,2.6
111000228,0,1,2,2022-09-23,0.6,1.0,2.6
111000229,1,1,4,2022-09-24,0.6,1.0,2.8
111000230,0,0,4,2022-09-26,0.6,1.0,3.0
111000231,0,1,4,2022-09-27,0.6,1.0,3.2
111000232,0,2,3,2022-09-28,0.6,1.1,3.2
111000233,0,0,4,2022-09-29,0.5,1.0,3.3
111000234,1,2,3,2022-09-30,0.5,1.0,3.3
111000235,1,0,3,2022-10-01,0.6,0.8,3.3
111000236,0,1,4,2022-10-03,0.5,0.9,3.4
111000237,1,1,2,2022-10-04,0.4,0.9,3.3
111000238,0,1,2,2022-10-05,0.4,0.9,3.3
111000239,1,1,3,2022-10-06,0.4,0.9,3.2
111000240,0,1,3,2022-10-07,0.4,1.0,3.1
111000241,0,1,3,2022-10-08,0.4,1.0,3.0
111000242,1,1,3,2022-10-10,0.5,0.9,3.0
111000243,0,1,3,2022-10-11,0.5,1.0,2.9
111000244,1,2,3,2022-10-12,0.5,1.0,2.9
111000245,0,2,2,2022-10-13,0.4,1.2,2.8
111000246,1,2,3,2022-10-14,0.5,1.3,2.7
111000247,0,2,2,2022-10-15,0.4,1.4,2.7
111000248,0,0,2,2022-10-17,0.4,1.3,2.7
111000249,1,0,3,2022-10-18,0.4,1.2,2.7
111000250,0,0,5,2022-10-19,0.4,1.1,2.9
111000251,2,4,4,2022-10-20,0.6,1.4,3.0
111000252,1,2,2,2022-10-21,0.6,1.5,2.9
111000253,1,2,4,2022-10-22,0.7,1.6,3.0
111000254,0,1,3,2022-10-24,0.6,1.5,3.0
111000255,1,0,4,2022-10-25,0.7,1.3,3.2
111000256,1,1,3,2022-10-26,0.7,1.2,3.2
111000257,2,0,3,2022-10-27,0.9,1.0,3.3
111000258,1,1,2,2022-10-28,1.0,1.1,3.3
111000259,0,0,3,2022-10-29,0.9,1.1,3.3
111000260,0,3,3,2022-10-31,0.9,1.4,3.1
111000261,0,1,4,2022-11-01,0.7,1.1,3.1
111000262,1,3,2,2022-11-02,0.7,1.2,3.1
111000263,1,2,3,2022-11-03,0.7,1.2,3.0
111000264,2,1,3,2022-11-04,0.9,1.2,3.0
111000265,0,2,2,2022-11-05,0.8,1.4,2.8
111000266,1,0,2,2022-11-07,0.8,1.3,2.7
111000267,1,0,4,2022-11-08,0.7,1.3,2.8
111000268,0,2,2,2022-11-09,0.6,1.4,2.8
111000269,0,2,2,2022-11-10,0.6,1.6,2.7
111000270,0,2,3,2022-11-11,0.6,1.5,2.7
111000271,0,2,2,2022-11-12,0.6,1.6,2.5
111000272,2,0,3,2022-11-14,0.7,1.3,2.6
111000273,0,2,2,2022-11-15,0.6,1.3,2.5
111000274,1,1,3,2022-11-16,0.5,1.3,2.5
111000275,0,0,2,2022-11-17,0.5,1.1,2.5
111000276,0,1,5,2022-11-18,0.4,1.2,2.8
111000277,0,0,3,2022-11-19,0.3,1.2,2.7
111000278,1,1,2,2022-11-21,0.4,1.1,2.7
111000279,0,0,2,2022-11-22,0.4,0.9,2.7
111000280,1,0,3,2022-11-23,0.5,0.7,2.7
111000281,2,0,3,2022-11-24,0.7,0.5,2.8
111000282,0,3,2,2022-11-25,0.5,0.8,2.7
111000283,1,2,4,2022-11-26,0.6,0.8,2.9
111000284,0,2,2,2022-11-28,0.5,0.9,2.8
111000285,0,1,2,2022-11-29,0.5,1.0,2.8
111000286,0,3,2,2022-11-30,0.5,1.2,2.5
111000287,2,1,4,2022-12-01,0.7,1.3,2.6
111000288,0,1,4,2022-12-02,0.6,1.3,2.8
111000289,1,0,2,2022-12-03,0.7,1.3,2.8
111000290,0,1,4,2022-12-05,0.6,1.4,2.9
111000291,2,2,3,2022-12-06,0.6,1.6,2.9
111000292,1,0,2,2022-12-07,0.7,1.3,2.9
111000293,0,0,5,2022-12-08,0.6,1.1,3.0
111000294,0,1,2,2022-12-09,0.6,1.0,3.0
111000295,0,1,2,2022-12-10,0.6,1.0,3.0
111000296,0,1,2,2022-12-12,0.6,0.8,3.0
111000297,2,3,3,2022-12-13,0.6,1.0,2.9
111000298,1,1,2,2022-12-14,0.7,1.0,2.7
111000299,0,0,3,2022-12-15,0.6,1.0,2.8
111000300,1,2,3,2022-12-16,0.7,1.1,2.7
111000301,1,0,4,2022-12-17,0.6,0.9,2.8
111000302,0,2,3,2022-12-19,0.5,1.1,2.9
111000303,3,0,3,2022-12-20,0.8,1.1,2.7
111000304,1,2,2,2022-12-21,0.9,1.2,2.7
111000305,0,1,3,2022-12-22,0.9,1.2,2.8
111000306,0,0,4,2022-12-23,0.9,1.1,3.0
111000307,0,2,3,2022-12-24,0.7,1.0,3.0
111000308,0,1,4,2022-12-26,0.6,1.0,3.2
111000309,0,0,3,2022-12-27,0.6,1.0,3.2
111000310,0,0,3,2022-12-28,0.5,0.8,3.2
111000311,1,1,2,2022-12-29,0.5,0.9,3.0
111000312,1,0,4,2022-12-30,0.6,0.7,3.1
111000313,1,0,3,2022-12-31,0.4,0.7,3.1
112000001,1,1,4,2023-01-02,0.4,0.6,3.3
112000002,2,0,2,2023-01-03,0.6,0.5,3.2
112000003,0,2,3,2023-01-04,0.6,0.7,3.1
112000004,2,1,3,2023-01-05,0.8,0.6,3.1
112000005,1,3,4,2023-01-06,0.9,0.8,3.1
112000006,1,0,3,2023-01-07,1.0,0.8,3.1
112000007,2,1,3,2023-01-09,1.2,0.9,3.1
112000008,0,1,2,2023-01-10,1.1,0.9,3.1
112000009,0,1,3,2023-01-11,1.0,1.0,3.0
112000010,1,0,2,2023-01-12,1.0,1.0,2.9
112000011,2,1,2,2023-01-13,1.1,1.0,2.7
112000012,2,1,3,2023-01-14,1.1,1.1,2.8
112000013,3,2,4,2023-01-16,1.4,1.1,2.9
112000014,1,2,2,2023-01-17,1.3,1.2,2.8
112000015,2,0,2,2023-01-18,1.4,0.9,2.6
112000016,2,0,3,2023-01-19,1.5,0.9,2.6
112000017,0,0,3,2023-01-20,1.3,0.8,2.6
112000018,0,1,2,2023-01-21,1.3,0.8,2.6
112000019,2,1,3,2023-01-23,1.5,0.8,2.6
112000020,0,0,2,2023-01-24,1.4,0.8,2.6
112000021,1,3,3,2023-01-25,1.3,1.0,2.7
112000022,0,1,3,2023-01-26,1.1,1.0,2.7
112000023,0,0,3,2023-01-27,0.8,0.8,2.6
112000024,0,1,3,2023-01-28,0.7,0.7,2.7
112000025,1,2,3,2023-01-30,0.6,0.9,2.8
112000026,0,0,3,2023-01-31,0.4,0.9,2.8
112000027,2,0,3,2023-02-01,0.6,0.9,2.8
112000028,1,0,3,2023-02-02,0.7,0.8,2.9
112000029,0,1,2,2023-02-03,0.5,0.8,2.8
112000030,0,2,4,2023-02-04,0.5,1.0,3.0
112000031,1,1,2,2023-02-06,0.5,0.8,2.9
112000032,0,1,2,2023-02-07,0.5,0.8,2.8
112000033,1,1,2,2023-02-08,0.6,0.9,2.7
112000034,0,1,4,2023-02-09,0.6,0.9,2.8
112000035,0,1,3,2023-02-10,0.5,0.8,2.8
112000036,0,1,4,2023-02-11,0.5,0.9,2.9
112000037,1,2,2,2023-02-13,0.4,1.1,2.8
112000038,1,0,2,2023-02-14,0.4,1.1,2.7
112000039,1,0,2,2023-02-15,0.5,1.0,2.7
112000040,0,2,2,2023-02-16,0.5,1.0,2.5
112000041,1,0,2,2023-02-17,0.5,0.9,2.5
112000042,0,2,2,2023-02-18,0.5,1.0,2.5
112000043,1,0,3,2023-02-20,0.5,0.9,2.6
112000044,0,3,2,2023-02-21,0.5,1.1,2.4
112000045,3,1,2,2023-02-22,0.8,1.1,2.3
112000046,2,1,3,2023-02-23,1.0,1.1,2.2
112000047,1,3,3,2023-02-24,1.0,1.2,2.3
112000048,0,0,3,2023-02-25,0.9,1.2,2.4
112000049,1,2,3,2023-02-27,0.9,1.4,2.5
112000050,1,1,2,2023-02-28,1.0,1.3,2.5
112000051,0,2,4,2023-03-01,0.9,1.5,2.7
112000052,1,1,3,2023-03-02,1.0,1.4,2.8
112000053,0,1,2,2023-03-03,0.9,1.5,2.7
112000054,0,1,2,2023-03-04,0.9,1.3,2.7
112000055,0,1,2,2023-03-06,0.6,1.3,2.7
112000056,1,1,3,2023-03-07,0.5,1.3,2.7
112000057,1,0,4,2023-03-08,0.5,1.0,2.8
112000058,1,1,3,2023-03-09,0.6,1.1,2.8
112000059,1,1,3,2023-03-10,0.6,1.0,2.8
112000060,0,2,3,2023-03-11,0.5,1.1,2.9
112000061,0,1,2,2023-03-13,0.5,1.0,2.7
112000062,1,2,4,2023-03-14,0.5,1.1,2.8
112000063,1,1,3,2023-03-15,0.6,1.1,2.9
112000064,1,2,2,2023-03-16,0.7,1.2,2.9
112000065,0,1,2,2023-03-17,0.7,1.2,2.9
112000066,0,0,2,2023-03-18,0.6,1.1,2.8
112000067,1,0,2,2023-03-20,0.6,1.1,2.6
112000068,0,1,2,2023-03-21,0.5,1.1,2.5
112000069,0,3,2,2023-03-22,0.4,1.3,2.4
112000070,1,2,3,2023-03-23,0.5,1.3,2.4
112000071,0,2,3,2023-03-24,0.5,1.4,2.5
112000072,0,2,2,2023-03-25,0.4,1.4,2.3
112000073,2,2,3,2023-03-27,0.5,1.5,2.3
112000074,2,3,4,2023-03-28,0.6,1.6,2.5
112000075,1,0,4,2023-03-29,0.7,1.5,2.7
112000076,1,0,2,2023-03-30,0.8,1.5,2.7
112000077,0,1,2,2023-03-31,0.7,1.6,2.7
112000078,2,1,3,2023-04-01,0.9,1.6,2.8
112000079,0,1,2,2023-04-03,0.9,1.4,2.8
112000080,0,0,3,2023-04-04,0.8,1.2,2.8
112000081,2,1,2,2023-04-05,1.0,1.1,2.7
112000082,0,2,2,2023-04-06,1.0,1.1,2.7
112000083,1,2,3,2023-04-07,0.9,1.1,2.7
112000084,1,0,2,2023-04-08,0.8,0.8,2.5
112000085,0,1,3,2023-04-10,0.7,0.9,2.4
112000086,1,2,3,2023-04-11,0.7,1.1,2.5
112000087,1,2,3,2023-04-12,0.8,1.2,2.6
112000088,0,1,3,2023-04-13,0.6,1.2,2.6
112000089,0,1,2,2023-04-14,0.6,1.2,2.6
112000090,2,1,2,2023-04-15,0.8,1.3,2.5
112000091,1,2,2,2023-04-17,0.7,1.4,2.5
112000092,1,3,2,2023-04-18,0.8,1.5,2.5
112000093,1,2,3,2023-04-19,0.8,1.5,2.5
112000094,0,1,2,2023-04-20,0.7,1.6,2.5
112000095,0,1,2,2023-04-21,0.7,1.6,2.4
112000096,0,2,2,2023-04-22,0.6,1.6,2.3
112000097,2,0,3,2023-04-24,0.7,1.4,2.3
112000098,1,0,3,2023-04-25,0.8,1.3,2.3
112000099,0,2,2,2023-04-26,0.8,1.4,2.3
112000100,0,3,2,2023-04-27,0.6,1.6,2.3
112000101,1,0,3,2023-04-28,0.6,1.4,2.4
112000102,0,3,2,2023-04-29,0.5,1.4,2.4
112000103,0,1,2,2023-05-01,0.4,1.3,2.3
112000104,0,2,3,2023-05-02,0.4,1.4,2.4
112000105,1,1,2,2023-05-03,0.5,1.4,2.4
112000106,2,2,4,2023-05-04,0.7,1.4,2.6
112000107,0,1,2,2023-05-05,0.5,1.5,2.5
112000108,1,0,2,2023-05-06,0.5,1.5,2.4
112000109,0,3,3,2023-05-08,0.5,1.6,2.5
112000110,0,2,3,2023-05-09,0.5,1.5,2.6
112000111,0,2,2,2023-05-10,0.4,1.7,2.5
112000112,0,0,3,2023-05-11,0.4,1.4,2.6
112000113,0,0,5,2023-05-12,0.4,1.3,2.9
112000114,0,1,2,2023-05-13,0.4,1.2,2.8
112000115,0,0,4,2023-05-15,0.3,1.1,3.0
112000116,0,1,3,2023-05-16,0.1,1.0,2.9
112000117,1,1,2,2023-05-17,0.2,1.0,2.9
112000118,0,0,3,2023-05-18,0.1,1.0,3.0
112000119,2,1,4,2023-05-19,0.3,0.8,3.1
112000120,1,2,2,2023-05-20,0.4,0.8,3.0
112000121,1,1,2,2023-05-22,0.5,0.7,3.0
112000122,1,2,3,2023-05-23,0.6,0.9,3.0
112000123,2,1,2,2023-05-24,0.8,1.0,2.7
112000124,1,2,4,2023-05-25,0.9,1.1,2.9
112000125,0,1,3,2023-05-26,0.9,1.2,2.8
112000126,0,0,3,2023-05-27,0.9,1.1,2.8
112000127,1,0,2,2023-05-29,0.9,1.0,2.8
112000128,0,1,3,2023-05-30,0.9,1.1,2.8
112000129,1,1,3,2023-05-31,0.8,1.1,2.7
112000130,1,1,2,2023-06-01,0.8,1.0,2.7
112000131,1,1,3,2023-06-02,0.8,1.0,2.8
112000132,0,3,3,2023-06-03,0.7,1.1,2.8
112000133,0,0,2,2023-06-05,0.5,1.0,2.8
112000134,1,0,2,2023-06-06,0.5,0.8,2.6
112000135,2,0,4,2023-06-07,0.7,0.7,2.7
112000136,0,1,2,2023-06-08,0.7,0.8,2.6
112000137,1,2,2,2023-06-09,0.7,1.0,2.6
112000138,0,2,3,2023-06-10,0.7,1.1,2.6
112000139,2,1,3,2023-06-12,0.8,1.1,2.6
112000140,0,0,4,2023-06-13,0.7,1.0,2.8
112000141,1,0,2,2023-06-14,0.7,0.9,2.7
112000142,1,1,3,2023-06-15,0.8,0.7,2.7
112000143,0,1,2,2023-06-16,0.8,0.8,2.7
112000144,1,1,2,2023-06-17,0.8,0.9,2.7
112000145,1,1,3,2023-06-19,0.7,1.0,2.6
112000146,0,2,3,2023-06-20,0.7,1.1,2.7
112000147,0,1,2,2023-06-21,0.6,1.0,2.7
112000148,0,2,3,2023-06-22,0.6,1.0,2.7
112000149,0,1,2,2023-06-23,0.4,1.0,2.6
112000150,1,2,3,2023-06-24,0.5,1.2,2.5
112000151,1,2,4,2023-06-26,0.5,1.4,2.7
112000152,1,2,2,2023-06-27,0.5,1.5,2.6
112000153,0,1,2,2023-06-28,0.5,1.5,2.6
112000154,0,0,2,2023-06-29,0.4,1.4,2.6
112000155,0,2,2,2023-06-30,0.3,1.5,2.5
112000156,0,1,3,2023-07-01,0.3,1.4,2.5
112000157,1,1,4,2023-07-03,0.4,1.4,2.7
112000158,0,4,3,2023-07-04,0.4,1.6,2.7
112000159,0,2,3,2023-07-05,0.4,1.7,2.8
112000160,0,0,3,2023-07-06,0.3,1.5,2.8
112000161,0,1,2,2023-07-07,0.2,1.4,2.6
112000162,0,1,2,2023-07-08,0.1,1.3,2.6
112000163,2,1,2,2023-07-10,0.3,1.3,2.6
112000164,0,2,3,2023-07-11,0.3,1.5,2.7
112000165,0,0,4,2023-07-12,0.3,1.3,2.9
112000166,2,1,3,2023-07-13,0.5,1.3,2.9
112000167,0,1,3,2023-07-14,0.4,1.3,2.8
112000168,0,2,4,2023-07-15,0.4,1.1,2.9
112000169,1,2,2,2023-07-17,0.5,1.1,2.8
112000170,1,2,2,2023-07-18,0.6,1.3,2.7
112000171,1,1,2,2023-07-19,0.7,1.3,2.7
112000172,1,2,3,2023-07-20,0.8,1.4,2.8
112000173,1,0,3,2023-07-21,0.7,1.3,2.9
112000174,1,1,2,2023-07-22,0.8,1.2,2.8
112000175,0,1,3,2023-07-24,0.8,1.3,2.7
112000176,0,1,4,2023-07-25,0.6,1.3,2.8
112000177,0,1,3,2023-07-26,0.6,1.3,2.8
112000178,2,2,2,2023-07-27,0.8,1.3,2.6
112000179,1,0,3,2023-07-28,0.8,1.1,2.7
112000180,1,0,3,2023-07-29,0.8,0.9,2.8
112000181,0,2,2,2023-07-31,0.7,1.0,2.8
112000182,1,0,3,2023-08-01,0.7,0.8,2.8
112000183,2,2,3,2023-08-02,0.8,1.0,2.8
112000184,1,3,3,2023-08-03,0.8,1.2,2.9
112000185,0,0,2,2023-08-04,0.8,1.1,2.8
112000186,0,2,3,2023-08-05,0.8,1.2,2.7
112000187,1,2,3,2023-08-07,0.9,1.3,2.7
112000188,1,2,2,2023-08-08,0.8,1.3,2.7
112000189,0,1,2,2023-08-09,0.7,1.4,2.6
112000190,1,3,2,2023-08-10,0.7,1.7,2.5
112000191,1,1,2,2023-08-11,0.8,1.6,2.5
112000192,1,1,3,2023-08-12,0.8,1.7,2.5
112000193,0,3,3,2023-08-14,0.6,1.8,2.5
112000194,2,0,3,2023-08-15,0.7,1.5,2.5
112000195,0,0,3,2023-08-16,0.7,1.5,2.6
112000196,0,2,2,2023-08-17,0.7,1.5,2.5
112000197,1,1,2,2023-08-18,0.7,1.4,2.4
112000198,2,1,3,2023-08-19,0.8,1.3,2.5
112000199,0,1,2,2023-08-21,0.8,1.3,2.5
112000200,1,0,3,2023-08-22,0.8,1.0,2.6
112000201,0,1,2,2023-08-23,0.7,1.0,2.6
112000202,1,1,2,2023-08-24,0.7,1.0,2.5
112000203,2,1,2,2023-08-25,0.9,0.8,2.4
112000204,0,2,3,2023-08-26,0.7,1.0,2.4
112000205,0,1,2,2023-08-28,0.7,1.1,2.3
112000206,1,1,4,2023-08-29,0.8,1.0,2.5
112000207,1,1,3,2023-08-30,0.8,1.0,2.6
112000208,0,1,2,2023-08-31,0.6,1.0,2.5
112000209,1,1,2,2023-09-01,0.7,1.0,2.5
112000210,1,0,3,2023-09-02,0.7,1.0,2.5
112000211,0,0,3,2023-09-04,0.7,0.9,2.6
112000212,1,2,3,2023-09-05,0.7,1.0,2.7
112000213,0,0,2,2023-09-06,0.5,0.9,2.7
112000214,1,2,3,2023-09-07,0.6,0.9,2.7
112000215,0,1,2,2023-09-08,0.6,0.9,2.7
112000216,1,1,3,2023-09-09,0.6,0.9,2.6
112000217,2,1,3,2023-09-11,0.7,0.9,2.6
112000218,1,0,3,2023-09-12,0.8,0.8,2.7
112000219,1,2,2,2023-09-13,0.8,0.9,2.7
112000220,0,3,3,2023-09-14,0.7,1.2,2.7
112000221,0,2,3,2023-09-15,0.7,1.4,2.7
112000222,0,0,3,2023-09-16,0.6,1.2,2.7
112000223,2,1,3,2023-09-18,0.8,1.3,2.8
112000224,1,1,2,2023-09-19,0.8,1.2,2.7
112000225,0,1,3,2023-09-20,0.8,1.2,2.8
112000226,0,1,2,2023-09-21,0.7,1.2,2.7
112000227,1,1,2,2023-09-22,0.6,1.2,2.6
112000228,2,0,3,2023-09-23,0.7,1.2,2.6
112000229,0,2,3,2023-09-25,0.6,1.2,2.7
112000230,0,3,3,2023-09-26,0.6,1.2,2.7
112000231,0,0,4,2023-09-27,0.6,1.0,2.8
112000232,2,1,3,2023-09-28,0.8,1.1,2.8
112000233,0,2,3,2023-09-29,0.6,1.2,2.8
112000234,0,0,4,2023-09-30,0.5,1.1,3.0
112000235,0,2,4,2023-10-02,0.5,1.2,3.1
112000236,3,3,4,2023-10-03,0.8,1.4,3.3
112000237,0,0,2,2023-10-04,0.7,1.3,3.3
112000238,1,2,2,2023-10-05,0.6,1.5,3.2
112000239,1,1,2,2023-10-06,0.7,1.4,3.1
112000240,2,2,2,2023-10-07,0.9,1.3,3.0
112000241,0,0,2,2023-10-09,0.9,1.3,2.8
112000242,1,0,3,2023-10-10,0.8,1.2,2.8
112000243,0,1,5,2023-10-11,0.8,1.1,3.0
112000244,1,2,4,2023-10-12,0.9,1.3,3.0
112000245,0,0,3,2023-10-13,0.9,1.1,2.9
112000246,1,2,3,2023-10-14,0.7,1.0,2.8
112000247,0,2,3,2023-10-16,0.7,1.2,2.9
112000248,1,1,3,2023-10-17,0.7,1.1,3.0
112000249,0,1,3,2023-10-18,0.6,1.1,3.1
112000250,1,1,4,2023-10-19,0.5,1.0,3.3
112000251,0,2,2,2023-10-20,0.5,1.2,3.3
112000252,1,1,2,2023-10-21,0.5,1.3,3.2
112000253,1,3,2,2023-10-23,0.6,1.5,2.9
112000254,0,3,4,2023-10-24,0.5,1.6,2.9
112000255,1,1,2,2023-10-25,0.6,1.7,2.8
112000256,0,1,3,2023-10-26,0.5,1.6,2.8
112000257,0,2,4,2023-10-27,0.5,1.6,2.9
112000258,2,1,3,2023-10-28,0.6,1.6,2.9
112000259,0,1,3,2023-10-30,0.6,1.6,2.9
112000260,0,2,3,2023-10-31,0.5,1.7,2.8
112000261,0,1,2,2023-11-01,0.5,1.6,2.8
112000262,1,0,3,2023-11-02,0.5,1.5,2.9
112000263,0,1,4,2023-11-03,0.4,1.3,3.1
112000264,0,1,2,2023-11-04,0.4,1.1,2.9
112000265,2,2,2,2023-11-06,0.5,1.2,2.9
112000266,1,3,2,2023-11-07,0.6,1.4,2.8
112000267,1,1,2,2023-11-08,0.7,1.3,2.6
112000268,0,2,3,2023-11-09,0.5,1.4,2.6
112000269,0,1,2,2023-11-10,0.5,1.4,2.5
112000270,0,0,4,2023-11-11,0.5,1.2,2.6
112000271,1,1,3,2023-11-13,0.6,1.2,2.7
112000272,1,2,2,2023-11-14,0.6,1.4,2.6
112000273,2,1,2,2023-11-15,0.8,1.4,2.4
112000274,1,1,4,2023-11-16,0.9,1.4,2.6
112000275,0,1,3,2023-11-17,0.7,1.3,2.7
112000276,1,1,2,2023-11-18,0.7,1.1,2.7
112000277,0,3,3,2023-11-20,0.6,1.3,2.8
112000278,1,0,3,2023-11-21,0.7,1.1,2.8
112000279,1,1,3,2023-11-22,0.8,1.1,2.9
112000280,0,1,3,2023-11-23,0.8,1.2,2.8
112000281,1,2,3,2023-11-24,0.8,1.3,2.8
112000282,0,1,3,2023-11-25,0.7,1.2,2.9
112000283,1,1,2,2023-11-27,0.6,1.2,2.9
112000284,1,0,3,2023-11-28,0.6,1.1,2.8
112000285,1,1,2,2023-11-29,0.7,1.1,2.7
112000286,0,2,2,2023-11-30,0.6,1.2,2.7
112000287,1,0,2,2023-12-01,0.7,0.9,2.6
112000288,0,0,3,2023-12-02,0.6,0.9,2.6
112000289,1,1,2,2023-12-04,0.6,0.9,2.5
112000290,2,1,3,2023-12-05,0.8,0.9,2.5
112000291,0,0,2,2023-12-06,0.7,0.7,2.4
112000292,0,2,4,2023-12-07,0.7,0.8,2.5
